,openmlid,learner,metric
0,3,SVC_linear,0.0625
1,3,SVC_poly,0.0
2,3,SVC_rbf,0.125
3,3,SVC_sigmoid,0.125
4,3,sklearn.ensemble.ExtraTreesClassifier,0.0625
5,3,sklearn.ensemble.GradientBoostingClassifier,0.0625
6,3,sklearn.ensemble.RandomForestClassifier,0.0
7,3,sklearn.linear_model.LogisticRegression,0.1875
8,3,sklearn.linear_model.PassiveAggressiveClassifier,0.3125
9,3,sklearn.linear_model.Perceptron,0.3125
10,3,sklearn.linear_model.RidgeClassifier,0.0625
11,3,sklearn.linear_model.SGDClassifier,0.3125
12,3,sklearn.naive_bayes.BernoulliNB,0.0625
13,3,sklearn.naive_bayes.MultinomialNB,0.125
14,3,sklearn.neighbors.KNeighborsClassifier,0.0625
15,3,sklearn.neural_network.MLPClassifier,0.0
16,3,sklearn.tree.DecisionTreeClassifier,0.0
17,3,sklearn.tree.ExtraTreeClassifier,0.125
18,6,SVC_linear,0.4
19,6,SVC_poly,0.0
20,6,SVC_rbf,0.1
21,6,SVC_sigmoid,0.6
22,6,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.1
23,6,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.0
24,6,sklearn.ensemble.ExtraTreesClassifier,0.05
25,6,sklearn.ensemble.GradientBoostingClassifier,0.1
26,6,sklearn.ensemble.RandomForestClassifier,0.0
27,6,sklearn.linear_model.LogisticRegression,0.0
28,6,sklearn.linear_model.PassiveAggressiveClassifier,0.35
29,6,sklearn.linear_model.Perceptron,0.25
30,6,sklearn.linear_model.RidgeClassifier,0.1
31,6,sklearn.linear_model.SGDClassifier,0.25
32,6,sklearn.naive_bayes.BernoulliNB,0.2
33,6,sklearn.naive_bayes.MultinomialNB,0.05
34,6,sklearn.neighbors.KNeighborsClassifier,0.05
35,6,sklearn.neural_network.MLPClassifier,0.0
36,6,sklearn.tree.DecisionTreeClassifier,0.0
37,6,sklearn.tree.ExtraTreeClassifier,0.05
38,11,SVC_linear,0.4
39,11,SVC_poly,0.1
40,11,SVC_rbf,0.0
41,11,SVC_sigmoid,0.4
42,11,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.3
43,11,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.3
44,11,sklearn.ensemble.ExtraTreesClassifier,0.3
45,11,sklearn.ensemble.GradientBoostingClassifier,0.1
46,11,sklearn.ensemble.RandomForestClassifier,0.1
47,11,sklearn.linear_model.LogisticRegression,0.2
48,11,sklearn.linear_model.PassiveAggressiveClassifier,0.8
49,11,sklearn.linear_model.Perceptron,0.4
50,11,sklearn.linear_model.RidgeClassifier,0.2
51,11,sklearn.linear_model.SGDClassifier,0.5
52,11,sklearn.naive_bayes.BernoulliNB,0.0
53,11,sklearn.naive_bayes.MultinomialNB,0.2
54,11,sklearn.neighbors.KNeighborsClassifier,0.2
55,11,sklearn.neural_network.MLPClassifier,0.3
56,11,sklearn.tree.DecisionTreeClassifier,0.2
57,11,sklearn.tree.ExtraTreeClassifier,0.4
58,12,SVC_linear,0.07142857142857142
59,12,SVC_poly,0.0
60,12,SVC_rbf,0.14285714285714285
61,12,SVC_sigmoid,0.21428571428571427
62,12,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.07142857142857142
63,12,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.15384615384615385
64,12,sklearn.ensemble.ExtraTreesClassifier,0.07142857142857142
65,12,sklearn.ensemble.GradientBoostingClassifier,0.0
66,12,sklearn.ensemble.RandomForestClassifier,0.07142857142857142
67,12,sklearn.linear_model.LogisticRegression,0.07142857142857142
68,12,sklearn.linear_model.PassiveAggressiveClassifier,0.42857142857142855
69,12,sklearn.linear_model.Perceptron,0.42857142857142855
70,12,sklearn.linear_model.RidgeClassifier,0.07142857142857142
71,12,sklearn.linear_model.SGDClassifier,0.21428571428571427
72,12,sklearn.naive_bayes.BernoulliNB,0.21428571428571427
73,12,sklearn.naive_bayes.MultinomialNB,0.21428571428571427
74,12,sklearn.neighbors.KNeighborsClassifier,0.07142857142857142
75,12,sklearn.neural_network.MLPClassifier,0.14285714285714285
76,12,sklearn.tree.DecisionTreeClassifier,0.0
77,12,sklearn.tree.ExtraTreeClassifier,0.07142857142857142
78,13,SVC_linear,0.5
79,13,SVC_poly,0.375
80,13,SVC_rbf,0.75
81,13,SVC_sigmoid,0.625
82,13,sklearn.ensemble.ExtraTreesClassifier,0.75
83,13,sklearn.ensemble.GradientBoostingClassifier,0.75
84,13,sklearn.ensemble.RandomForestClassifier,0.5
85,13,sklearn.linear_model.LogisticRegression,0.75
86,13,sklearn.linear_model.PassiveAggressiveClassifier,0.875
87,13,sklearn.linear_model.Perceptron,0.75
88,13,sklearn.linear_model.RidgeClassifier,0.75
89,13,sklearn.linear_model.SGDClassifier,0.875
90,13,sklearn.naive_bayes.BernoulliNB,0.75
91,13,sklearn.naive_bayes.MultinomialNB,0.625
92,13,sklearn.neighbors.KNeighborsClassifier,1.0
93,13,sklearn.neural_network.MLPClassifier,0.625
94,13,sklearn.tree.DecisionTreeClassifier,0.75
95,13,sklearn.tree.ExtraTreeClassifier,0.75
96,14,SVC_linear,0.07142857142857142
97,14,SVC_poly,0.07142857142857142
98,14,SVC_rbf,0.07142857142857142
99,14,SVC_sigmoid,0.5
100,14,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.14285714285714285
101,14,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.07692307692307693
102,14,sklearn.ensemble.ExtraTreesClassifier,0.07142857142857142
103,14,sklearn.ensemble.GradientBoostingClassifier,0.0
104,14,sklearn.ensemble.RandomForestClassifier,0.07142857142857142
105,14,sklearn.linear_model.LogisticRegression,0.07142857142857142
106,14,sklearn.linear_model.PassiveAggressiveClassifier,0.21428571428571427
107,14,sklearn.linear_model.Perceptron,0.21428571428571427
108,14,sklearn.linear_model.RidgeClassifier,0.14285714285714285
109,14,sklearn.linear_model.SGDClassifier,0.14285714285714285
110,14,sklearn.naive_bayes.BernoulliNB,0.0
111,14,sklearn.naive_bayes.MultinomialNB,0.07142857142857142
112,14,sklearn.neighbors.KNeighborsClassifier,0.14285714285714285
113,14,sklearn.neural_network.MLPClassifier,0.07142857142857142
114,14,sklearn.tree.DecisionTreeClassifier,0.07142857142857142
115,14,sklearn.tree.ExtraTreeClassifier,0.21428571428571427
116,16,SVC_linear,0.21428571428571427
117,16,SVC_poly,0.0
118,16,SVC_rbf,0.0
119,16,SVC_sigmoid,0.07142857142857142
120,16,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.07142857142857142
121,16,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.07692307692307693
122,16,sklearn.ensemble.ExtraTreesClassifier,0.0
123,16,sklearn.ensemble.GradientBoostingClassifier,0.14285714285714285
124,16,sklearn.ensemble.RandomForestClassifier,0.07142857142857142
125,16,sklearn.linear_model.LogisticRegression,0.07142857142857142
126,16,sklearn.linear_model.PassiveAggressiveClassifier,0.07142857142857142
127,16,sklearn.linear_model.Perceptron,0.07142857142857142
128,16,sklearn.linear_model.RidgeClassifier,0.0
129,16,sklearn.linear_model.SGDClassifier,0.07142857142857142
130,16,sklearn.naive_bayes.BernoulliNB,0.14285714285714285
131,16,sklearn.neighbors.KNeighborsClassifier,0.14285714285714285
132,16,sklearn.neural_network.MLPClassifier,0.07142857142857142
133,16,sklearn.tree.DecisionTreeClassifier,0.07142857142857142
134,16,sklearn.tree.ExtraTreeClassifier,0.14285714285714285
135,18,SVC_linear,0.8571428571428571
136,18,SVC_poly,0.6428571428571429
137,18,SVC_rbf,0.21428571428571427
138,18,SVC_sigmoid,0.42857142857142855
139,18,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.21428571428571427
140,18,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.0
141,18,sklearn.ensemble.ExtraTreesClassifier,0.14285714285714285
142,18,sklearn.ensemble.GradientBoostingClassifier,0.07142857142857142
143,18,sklearn.ensemble.RandomForestClassifier,0.21428571428571427
144,18,sklearn.linear_model.LogisticRegression,0.42857142857142855
145,18,sklearn.linear_model.PassiveAggressiveClassifier,0.5
146,18,sklearn.linear_model.Perceptron,0.7857142857142857
147,18,sklearn.linear_model.RidgeClassifier,0.21428571428571427
148,18,sklearn.linear_model.SGDClassifier,0.7142857142857143
149,18,sklearn.naive_bayes.BernoulliNB,0.42857142857142855
150,18,sklearn.naive_bayes.MultinomialNB,0.21428571428571427
151,18,sklearn.neighbors.KNeighborsClassifier,0.42857142857142855
152,18,sklearn.neural_network.MLPClassifier,0.5714285714285714
153,18,sklearn.tree.DecisionTreeClassifier,0.07142857142857142
154,18,sklearn.tree.ExtraTreeClassifier,0.21428571428571427
155,21,SVC_linear,0.14285714285714285
156,21,SVC_poly,0.07142857142857142
157,21,SVC_rbf,0.35714285714285715
158,21,SVC_sigmoid,0.2857142857142857
159,21,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.14285714285714285
160,21,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.42857142857142855
161,21,sklearn.ensemble.ExtraTreesClassifier,0.14285714285714285
162,21,sklearn.ensemble.GradientBoostingClassifier,0.0
163,21,sklearn.ensemble.RandomForestClassifier,0.0
164,21,sklearn.linear_model.LogisticRegression,0.0
165,21,sklearn.linear_model.PassiveAggressiveClassifier,0.21428571428571427
166,21,sklearn.linear_model.Perceptron,0.07142857142857142
167,21,sklearn.linear_model.RidgeClassifier,0.21428571428571427
168,21,sklearn.linear_model.SGDClassifier,0.14285714285714285
169,21,sklearn.naive_bayes.BernoulliNB,0.21428571428571427
170,21,sklearn.naive_bayes.MultinomialNB,0.14285714285714285
171,21,sklearn.neighbors.KNeighborsClassifier,0.14285714285714285
172,21,sklearn.neural_network.MLPClassifier,0.07142857142857142
173,21,sklearn.tree.DecisionTreeClassifier,0.07142857142857142
174,21,sklearn.tree.ExtraTreeClassifier,0.21428571428571427
175,22,SVC_linear,0.14285714285714285
176,22,SVC_poly,0.07142857142857142
177,22,SVC_rbf,0.07142857142857142
178,22,SVC_sigmoid,0.21428571428571427
179,22,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.07142857142857142
180,22,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.0
181,22,sklearn.ensemble.ExtraTreesClassifier,0.14285714285714285
182,22,sklearn.ensemble.GradientBoostingClassifier,0.14285714285714285
183,22,sklearn.ensemble.RandomForestClassifier,0.14285714285714285
184,22,sklearn.linear_model.LogisticRegression,0.07142857142857142
185,22,sklearn.linear_model.PassiveAggressiveClassifier,0.21428571428571427
186,22,sklearn.linear_model.Perceptron,0.14285714285714285
187,22,sklearn.linear_model.RidgeClassifier,0.14285714285714285
188,22,sklearn.linear_model.SGDClassifier,0.14285714285714285
189,22,sklearn.naive_bayes.BernoulliNB,0.0
190,22,sklearn.naive_bayes.MultinomialNB,0.21428571428571427
191,22,sklearn.neighbors.KNeighborsClassifier,0.07142857142857142
192,22,sklearn.neural_network.MLPClassifier,0.0
193,22,sklearn.tree.DecisionTreeClassifier,0.07142857142857142
194,22,sklearn.tree.ExtraTreeClassifier,0.07142857142857142
195,23,SVC_linear,0.7857142857142857
196,23,SVC_poly,0.9285714285714286
197,23,SVC_rbf,0.9285714285714286
198,23,SVC_sigmoid,0.2857142857142857
199,23,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.42857142857142855
200,23,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.35714285714285715
201,23,sklearn.ensemble.ExtraTreesClassifier,0.7142857142857143
202,23,sklearn.ensemble.GradientBoostingClassifier,0.7142857142857143
203,23,sklearn.ensemble.RandomForestClassifier,0.5714285714285714
204,23,sklearn.linear_model.LogisticRegression,0.7142857142857143
205,23,sklearn.linear_model.PassiveAggressiveClassifier,0.6428571428571429
206,23,sklearn.linear_model.Perceptron,0.6428571428571429
207,23,sklearn.linear_model.RidgeClassifier,0.5
208,23,sklearn.linear_model.SGDClassifier,0.7857142857142857
209,23,sklearn.naive_bayes.BernoulliNB,0.7857142857142857
210,23,sklearn.naive_bayes.MultinomialNB,0.7857142857142857
211,23,sklearn.neighbors.KNeighborsClassifier,0.7142857142857143
212,23,sklearn.neural_network.MLPClassifier,0.5714285714285714
213,23,sklearn.tree.DecisionTreeClassifier,0.9285714285714286
214,23,sklearn.tree.ExtraTreeClassifier,0.7857142857142857
215,24,SVC_linear,0.2222222222222222
216,24,SVC_poly,0.2222222222222222
217,24,SVC_rbf,0.2777777777777778
218,24,SVC_sigmoid,0.4444444444444444
219,24,sklearn.ensemble.ExtraTreesClassifier,0.05555555555555555
220,24,sklearn.ensemble.GradientBoostingClassifier,0.3888888888888889
221,24,sklearn.ensemble.RandomForestClassifier,0.16666666666666666
222,24,sklearn.linear_model.LogisticRegression,0.16666666666666666
223,24,sklearn.linear_model.PassiveAggressiveClassifier,0.16666666666666666
224,24,sklearn.linear_model.Perceptron,0.3333333333333333
225,24,sklearn.linear_model.RidgeClassifier,0.3333333333333333
226,24,sklearn.linear_model.SGDClassifier,0.2222222222222222
227,24,sklearn.naive_bayes.BernoulliNB,0.6111111111111112
228,24,sklearn.naive_bayes.MultinomialNB,0.5
229,24,sklearn.neighbors.KNeighborsClassifier,0.1111111111111111
230,24,sklearn.neural_network.MLPClassifier,0.1111111111111111
231,24,sklearn.tree.DecisionTreeClassifier,0.3333333333333333
232,24,sklearn.tree.ExtraTreeClassifier,0.4444444444444444
233,26,SVC_linear,0.2
234,26,SVC_poly,0.05
235,26,SVC_rbf,0.25
236,26,SVC_sigmoid,0.2
237,26,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.4
238,26,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.45
239,26,sklearn.ensemble.ExtraTreesClassifier,0.05
240,26,sklearn.ensemble.RandomForestClassifier,0.05
241,26,sklearn.linear_model.LogisticRegression,0.2
242,26,sklearn.linear_model.PassiveAggressiveClassifier,0.7
243,26,sklearn.linear_model.Perceptron,0.5
244,26,sklearn.linear_model.RidgeClassifier,0.2
245,26,sklearn.linear_model.SGDClassifier,0.4
246,26,sklearn.naive_bayes.BernoulliNB,0.15
247,26,sklearn.naive_bayes.MultinomialNB,0.3
248,26,sklearn.neighbors.KNeighborsClassifier,0.1
249,26,sklearn.neural_network.MLPClassifier,0.3
250,26,sklearn.tree.DecisionTreeClassifier,0.35
251,26,sklearn.tree.ExtraTreeClassifier,0.4
252,28,SVC_linear,0.3333333333333333
253,28,SVC_poly,0.16666666666666666
254,28,SVC_rbf,0.1111111111111111
255,28,SVC_sigmoid,0.3333333333333333
256,28,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.2222222222222222
257,28,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.3333333333333333
258,28,sklearn.ensemble.ExtraTreesClassifier,0.2222222222222222
259,28,sklearn.ensemble.GradientBoostingClassifier,0.1111111111111111
260,28,sklearn.ensemble.RandomForestClassifier,0.16666666666666666
261,28,sklearn.linear_model.LogisticRegression,0.2222222222222222
262,28,sklearn.linear_model.PassiveAggressiveClassifier,0.3888888888888889
263,28,sklearn.linear_model.Perceptron,0.4444444444444444
264,28,sklearn.linear_model.RidgeClassifier,0.2777777777777778
265,28,sklearn.linear_model.SGDClassifier,0.3333333333333333
266,28,sklearn.naive_bayes.BernoulliNB,0.05555555555555555
267,28,sklearn.naive_bayes.MultinomialNB,0.3888888888888889
268,28,sklearn.neighbors.KNeighborsClassifier,0.05555555555555555
269,28,sklearn.neural_network.MLPClassifier,0.1111111111111111
270,28,sklearn.tree.DecisionTreeClassifier,0.16666666666666666
271,28,sklearn.tree.ExtraTreeClassifier,0.2222222222222222
272,30,SVC_linear,0.8333333333333334
273,30,SVC_poly,0.8333333333333334
274,30,SVC_rbf,0.8888888888888888
275,30,SVC_sigmoid,0.8333333333333334
276,30,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.6111111111111112
277,30,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.7058823529411765
278,30,sklearn.ensemble.ExtraTreesClassifier,0.5
279,30,sklearn.ensemble.GradientBoostingClassifier,0.6111111111111112
280,30,sklearn.ensemble.RandomForestClassifier,0.3888888888888889
281,30,sklearn.linear_model.LogisticRegression,0.5555555555555556
282,30,sklearn.linear_model.PassiveAggressiveClassifier,0.8888888888888888
283,30,sklearn.linear_model.Perceptron,0.7222222222222222
284,30,sklearn.linear_model.RidgeClassifier,0.5
285,30,sklearn.linear_model.SGDClassifier,0.8888888888888888
286,30,sklearn.naive_bayes.BernoulliNB,0.0
287,30,sklearn.naive_bayes.MultinomialNB,0.7777777777777778
288,30,sklearn.neighbors.KNeighborsClassifier,0.5555555555555556
289,30,sklearn.neural_network.MLPClassifier,0.7222222222222222
290,30,sklearn.tree.DecisionTreeClassifier,0.5555555555555556
291,30,sklearn.tree.ExtraTreeClassifier,0.7222222222222222
292,31,SVC_linear,0.3333333333333333
293,31,SVC_poly,0.8333333333333334
294,31,SVC_rbf,0.8333333333333334
295,31,SVC_sigmoid,1.0
296,31,sklearn.ensemble.ExtraTreesClassifier,0.8333333333333334
297,31,sklearn.ensemble.GradientBoostingClassifier,0.6666666666666666
298,31,sklearn.ensemble.RandomForestClassifier,0.6666666666666666
299,31,sklearn.linear_model.LogisticRegression,0.6666666666666666
300,31,sklearn.linear_model.PassiveAggressiveClassifier,0.4166666666666667
301,31,sklearn.linear_model.Perceptron,0.75
302,31,sklearn.linear_model.RidgeClassifier,0.25
303,31,sklearn.linear_model.SGDClassifier,0.75
304,31,sklearn.naive_bayes.BernoulliNB,0.75
305,31,sklearn.naive_bayes.MultinomialNB,0.75
306,31,sklearn.neighbors.KNeighborsClassifier,0.8333333333333334
307,31,sklearn.neural_network.MLPClassifier,0.8333333333333334
308,31,sklearn.tree.DecisionTreeClassifier,0.75
309,31,sklearn.tree.ExtraTreeClassifier,0.75
310,32,SVC_linear,0.45
311,32,SVC_poly,0.15
312,32,SVC_rbf,0.05
313,32,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.4
314,32,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.3333333333333333
315,32,sklearn.ensemble.ExtraTreesClassifier,0.1
316,32,sklearn.ensemble.GradientBoostingClassifier,0.15
317,32,sklearn.ensemble.RandomForestClassifier,0.15
318,32,sklearn.linear_model.LogisticRegression,0.15
319,32,sklearn.linear_model.PassiveAggressiveClassifier,0.4
320,32,sklearn.linear_model.Perceptron,0.65
321,32,sklearn.linear_model.RidgeClassifier,0.25
322,32,sklearn.linear_model.SGDClassifier,0.5
323,32,sklearn.naive_bayes.BernoulliNB,0.4
324,32,sklearn.naive_bayes.MultinomialNB,0.65
325,32,sklearn.neighbors.KNeighborsClassifier,0.1
326,32,sklearn.tree.DecisionTreeClassifier,0.0
327,32,sklearn.tree.ExtraTreeClassifier,0.15
328,36,SVC_linear,0.5714285714285714
329,36,SVC_poly,0.5
330,36,SVC_rbf,0.21428571428571427
331,36,SVC_sigmoid,0.2857142857142857
332,36,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.21428571428571427
333,36,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.35714285714285715
334,36,sklearn.ensemble.ExtraTreesClassifier,0.14285714285714285
335,36,sklearn.ensemble.GradientBoostingClassifier,0.14285714285714285
336,36,sklearn.ensemble.RandomForestClassifier,0.07142857142857142
337,36,sklearn.linear_model.LogisticRegression,0.14285714285714285
338,36,sklearn.linear_model.PassiveAggressiveClassifier,0.6428571428571429
339,36,sklearn.linear_model.Perceptron,0.7857142857142857
340,36,sklearn.linear_model.RidgeClassifier,0.35714285714285715
341,36,sklearn.linear_model.SGDClassifier,0.5714285714285714
342,36,sklearn.naive_bayes.BernoulliNB,0.42857142857142855
343,36,sklearn.neighbors.KNeighborsClassifier,0.07142857142857142
344,36,sklearn.neural_network.MLPClassifier,0.07142857142857142
345,36,sklearn.tree.DecisionTreeClassifier,0.21428571428571427
346,36,sklearn.tree.ExtraTreeClassifier,0.35714285714285715
347,38,SVC_linear,0.875
348,38,SVC_poly,0.75
349,38,SVC_rbf,0.0625
350,38,SVC_sigmoid,0.0625
351,38,sklearn.ensemble.GradientBoostingClassifier,0.875
352,38,sklearn.linear_model.LogisticRegression,1.0
353,38,sklearn.linear_model.PassiveAggressiveClassifier,0.875
354,38,sklearn.linear_model.Perceptron,0.75
355,38,sklearn.linear_model.SGDClassifier,0.9375
356,44,SVC_linear,0.6875
357,44,SVC_poly,0.9375
358,44,SVC_rbf,0.625
359,44,SVC_sigmoid,0.625
360,44,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.1875
361,44,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.5625
362,44,sklearn.ensemble.ExtraTreesClassifier,0.1875
363,44,sklearn.ensemble.GradientBoostingClassifier,0.1875
364,44,sklearn.ensemble.RandomForestClassifier,0.25
365,44,sklearn.linear_model.LogisticRegression,0.375
366,44,sklearn.linear_model.PassiveAggressiveClassifier,0.625
367,44,sklearn.linear_model.Perceptron,1.0
368,44,sklearn.linear_model.RidgeClassifier,0.3125
369,44,sklearn.linear_model.SGDClassifier,0.9375
370,44,sklearn.naive_bayes.BernoulliNB,0.5625
371,44,sklearn.naive_bayes.MultinomialNB,0.625
372,44,sklearn.neighbors.KNeighborsClassifier,0.625
373,44,sklearn.neural_network.MLPClassifier,0.5
374,44,sklearn.tree.DecisionTreeClassifier,0.6875
375,44,sklearn.tree.ExtraTreeClassifier,0.625
376,46,SVC_linear,0.25
377,46,SVC_poly,0.3125
378,46,SVC_rbf,0.3125
379,46,SVC_sigmoid,0.3125
380,46,sklearn.ensemble.ExtraTreesClassifier,0.25
381,46,sklearn.ensemble.GradientBoostingClassifier,0.4375
382,46,sklearn.ensemble.RandomForestClassifier,0.125
383,46,sklearn.linear_model.LogisticRegression,0.3125
384,46,sklearn.linear_model.PassiveAggressiveClassifier,0.4375
385,46,sklearn.linear_model.Perceptron,0.4375
386,46,sklearn.linear_model.RidgeClassifier,0.1875
387,46,sklearn.linear_model.SGDClassifier,0.3125
388,46,sklearn.naive_bayes.BernoulliNB,0.1875
389,46,sklearn.naive_bayes.MultinomialNB,0.1875
390,46,sklearn.neighbors.KNeighborsClassifier,0.375
391,46,sklearn.neural_network.MLPClassifier,0.3125
392,46,sklearn.tree.DecisionTreeClassifier,0.3125
393,46,sklearn.tree.ExtraTreeClassifier,0.4375
394,54,SVC_linear,1.0
395,54,SVC_poly,0.5833333333333334
396,54,SVC_rbf,0.8333333333333334
397,54,SVC_sigmoid,0.4166666666666667
398,54,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.4166666666666667
399,54,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.25
400,54,sklearn.ensemble.ExtraTreesClassifier,0.16666666666666666
401,54,sklearn.ensemble.GradientBoostingClassifier,0.6666666666666666
402,54,sklearn.ensemble.RandomForestClassifier,0.4166666666666667
403,54,sklearn.linear_model.LogisticRegression,0.3333333333333333
404,54,sklearn.linear_model.PassiveAggressiveClassifier,0.9166666666666666
405,54,sklearn.linear_model.Perceptron,0.9166666666666666
406,54,sklearn.linear_model.RidgeClassifier,0.5
407,54,sklearn.linear_model.SGDClassifier,0.8333333333333334
408,54,sklearn.naive_bayes.BernoulliNB,0.8333333333333334
409,54,sklearn.naive_bayes.MultinomialNB,0.5
410,54,sklearn.neighbors.KNeighborsClassifier,0.3333333333333333
411,54,sklearn.neural_network.MLPClassifier,0.6666666666666666
412,54,sklearn.tree.DecisionTreeClassifier,0.3333333333333333
413,54,sklearn.tree.ExtraTreeClassifier,0.4166666666666667
414,55,SVC_linear,0.5
415,55,SVC_poly,1.0
416,55,SVC_rbf,0.5
417,55,SVC_sigmoid,0.8333333333333334
418,55,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,1.0
419,55,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.5
420,55,sklearn.ensemble.ExtraTreesClassifier,1.0
421,55,sklearn.ensemble.GradientBoostingClassifier,0.6666666666666666
422,55,sklearn.ensemble.RandomForestClassifier,0.8333333333333334
423,55,sklearn.linear_model.LogisticRegression,0.6666666666666666
424,55,sklearn.linear_model.PassiveAggressiveClassifier,1.0
425,55,sklearn.linear_model.Perceptron,0.6666666666666666
426,55,sklearn.linear_model.RidgeClassifier,1.0
427,55,sklearn.linear_model.SGDClassifier,1.0
428,55,sklearn.naive_bayes.BernoulliNB,1.0
429,55,sklearn.naive_bayes.MultinomialNB,0.8333333333333334
430,55,sklearn.neighbors.KNeighborsClassifier,0.8333333333333334
431,55,sklearn.neural_network.MLPClassifier,1.0
432,55,sklearn.tree.DecisionTreeClassifier,0.6666666666666666
433,55,sklearn.tree.ExtraTreeClassifier,0.8333333333333334
434,57,SVC_linear,0.6875
435,57,SVC_poly,0.9375
436,57,SVC_rbf,0.0625
437,57,SVC_sigmoid,0.0625
438,57,sklearn.ensemble.GradientBoostingClassifier,0.75
439,57,sklearn.linear_model.LogisticRegression,0.9375
440,57,sklearn.linear_model.PassiveAggressiveClassifier,0.8125
441,57,sklearn.linear_model.Perceptron,0.8125
442,57,sklearn.linear_model.SGDClassifier,0.8125
443,60,SVC_linear,0.5
444,60,SVC_poly,0.3125
445,60,SVC_rbf,0.25
446,60,SVC_sigmoid,0.3125
447,60,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.125
448,60,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.25
449,60,sklearn.ensemble.ExtraTreesClassifier,0.3125
450,60,sklearn.ensemble.GradientBoostingClassifier,0.25
451,60,sklearn.ensemble.RandomForestClassifier,0.375
452,60,sklearn.linear_model.LogisticRegression,0.3125
453,60,sklearn.linear_model.PassiveAggressiveClassifier,0.8125
454,60,sklearn.linear_model.Perceptron,0.4375
455,60,sklearn.linear_model.RidgeClassifier,0.1875
456,60,sklearn.linear_model.SGDClassifier,0.5625
457,60,sklearn.naive_bayes.BernoulliNB,0.1875
458,60,sklearn.neighbors.KNeighborsClassifier,0.5
459,60,sklearn.neural_network.MLPClassifier,0.25
460,60,sklearn.tree.DecisionTreeClassifier,0.6875
461,60,sklearn.tree.ExtraTreeClassifier,0.625
462,61,SVC_linear,1.0
463,61,SVC_poly,1.0
464,61,SVC_rbf,0.5
465,61,SVC_sigmoid,0.5
466,61,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.8333333333333334
467,61,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,0.3333333333333333
468,61,sklearn.ensemble.ExtraTreesClassifier,1.0
469,61,sklearn.ensemble.GradientBoostingClassifier,1.0
470,61,sklearn.ensemble.RandomForestClassifier,1.0
471,61,sklearn.linear_model.LogisticRegression,0.8333333333333334
472,61,sklearn.linear_model.PassiveAggressiveClassifier,0.6666666666666666
473,61,sklearn.linear_model.Perceptron,0.5
474,61,sklearn.linear_model.RidgeClassifier,1.0
475,61,sklearn.linear_model.SGDClassifier,1.0
476,61,sklearn.naive_bayes.BernoulliNB,0.6666666666666666
477,61,sklearn.naive_bayes.MultinomialNB,0.16666666666666666
478,61,sklearn.neighbors.KNeighborsClassifier,0.8333333333333334
479,61,sklearn.neural_network.MLPClassifier,0.5
480,61,sklearn.tree.DecisionTreeClassifier,1.0
481,61,sklearn.tree.ExtraTreeClassifier,0.8333333333333334
482,179,SVC_linear,0.3333333333333333
483,179,SVC_poly,0.2916666666666667
484,179,SVC_rbf,0.4166666666666667
485,179,SVC_sigmoid,0.375
486,179,sklearn.ensemble.ExtraTreesClassifier,0.5
487,179,sklearn.ensemble.GradientBoostingClassifier,0.2916666666666667
