,openmlid,learner,violation,acceptance
599,188,sklearn.ensemble.GradientBoostingClassifier,-0.0015560792845056943,0.0036277042542905724
600,188,sklearn.ensemble.RandomForestClassifier,-0.003168578497525878,0.003033625730994147
601,188,sklearn.linear_model.LogisticRegression,-0.0014153079710144878,0.0033501172208013808
602,188,sklearn.linear_model.PassiveAggressiveClassifier,-0.003744416527079845,0.012647563212889845
603,188,sklearn.linear_model.Perceptron,-0.005621524231074821,0.0036069969356486518
604,188,sklearn.linear_model.RidgeClassifier,-0.0034305388822195603,0.003941854519585609
605,188,sklearn.linear_model.SGDClassifier,-0.012249228395061748,0.0038040123456790104
606,188,sklearn.naive_bayes.BernoulliNB,-0.0054543873141434255,0.0021034754266461573
607,188,sklearn.naive_bayes.MultinomialNB,-0.004522598870056491,0.002280064568200163
608,188,sklearn.neighbors.KNeighborsClassifier,-0.009690984236831974,0.002520665128796619
609,188,sklearn.neural_network.MLPClassifier,-0.007097224914389115,0.0035419493441881506
610,188,sklearn.tree.DecisionTreeClassifier,-0.003640642303432979,0.0014604097452934823
611,188,sklearn.tree.ExtraTreeClassifier,-0.005568825194621351,0.002470364472753014
612,201,SVC_linear,-0.008781905594405597,0.004631410256410256
613,201,SVC_poly,-0.0011174048472435546,0.0015016961085509472
614,201,SVC_rbf,-0.0030707354443309494,0.0013164854808113257
615,201,SVC_sigmoid,0.0,0.0006781759906759917
616,201,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.00713817059050559,0.0004978772674642997
617,201,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.008673431321345966,0.008634960456614195
618,201,sklearn.ensemble.ExtraTreesClassifier,-0.0001912111679119127,0.0006281950452221802
619,201,sklearn.ensemble.GradientBoostingClassifier,-0.0011797288359788301,0.0004805996472663141
620,201,sklearn.ensemble.RandomForestClassifier,-0.00027017716535433,0.0009414370078740204
621,201,sklearn.linear_model.LogisticRegression,-0.0006800183062718882,0.0005813567865860131
622,201,sklearn.linear_model.PassiveAggressiveClassifier,-0.006239912504247372,0.005095391993327775
623,201,sklearn.linear_model.Perceptron,-0.0065651058370750585,0.0031254008980115453
624,201,sklearn.linear_model.RidgeClassifier,-0.000852407495256184,0.0005919908285895
625,201,sklearn.linear_model.SGDClassifier,-0.00783033123791104,0.001694001182033098
626,201,sklearn.naive_bayes.BernoulliNB,-0.0016472138554216916,0.00228413654618473
627,201,sklearn.naive_bayes.MultinomialNB,-0.0031928294573643524,0.0013112541528239128
628,201,sklearn.neighbors.KNeighborsClassifier,-0.0005096374319289227,0.0005569801007247264
629,201,sklearn.neural_network.MLPClassifier,-0.0008824977839062369,0.0011615145417962322
630,201,sklearn.tree.DecisionTreeClassifier,-0.0003562259306803592,0.0016565040650406506
631,201,sklearn.tree.ExtraTreeClassifier,-0.0007024922118380053,0.0009338006230529608
632,273,SVC_linear,-0.0014101283332052547,0.0014042447936678684
633,273,SVC_poly,-0.0006496751624187881,0.0007981303465914063
634,273,SVC_rbf,-0.005434782608695622,0.003724281832298118
635,273,SVC_sigmoid,-0.002548112855007471,0.0021971092248558597
636,273,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0016206245545088488,0.0007610886925422677
637,273,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.004261273408672259,0.002104470673834835
638,273,sklearn.ensemble.ExtraTreesClassifier,-0.0017949014137070062,0.0017756491708207126
639,273,sklearn.ensemble.GradientBoostingClassifier,-0.0016077005259697566,0.0009945637616577787
640,273,sklearn.ensemble.RandomForestClassifier,-0.00198578595317726,0.005157791983129324
641,273,sklearn.linear_model.LogisticRegression,-0.0013426779189704792,0.002873702589969935
642,273,sklearn.linear_model.PassiveAggressiveClassifier,-0.0033753639522870393,0.004429064525218381
643,273,sklearn.linear_model.Perceptron,-0.005064872354719529,0.0031323480013436466
644,273,sklearn.linear_model.RidgeClassifier,-0.0011872517154207299,0.0019572563586648115
645,273,sklearn.linear_model.SGDClassifier,-0.0013421850194833293,0.0019981238273921206
646,273,sklearn.naive_bayes.BernoulliNB,-0.001380736052268899,0.0010293842410630733
647,273,sklearn.naive_bayes.MultinomialNB,-0.0013468162147840662,0.0004172922370396505
648,273,sklearn.neighbors.KNeighborsClassifier,-0.00220558473587108,0.002790619806038311
649,273,sklearn.neural_network.MLPClassifier,-0.0038140051437923718,0.0051204115033902115
650,273,sklearn.tree.DecisionTreeClassifier,-0.0011844840792209195,0.001274585567348721
651,273,sklearn.tree.ExtraTreeClassifier,-0.0041869608990231615,0.0014466726528983365
652,293,SVC_linear,-0.0004054155981294306,0.00036573829637451645
653,293,SVC_poly,-0.0005549951720808322,0.00044615145872129233
654,293,SVC_rbf,-0.0006013719666201935,0.0005018950054411067
655,293,SVC_sigmoid,-0.003219209923120538,0.002572991487097633
656,293,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.001317141439909295,0.00019324570105820117
657,293,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.001244207490069983,0.0015262147195426923
658,293,sklearn.ensemble.ExtraTreesClassifier,-0.00020272192716236725,0.00010768367475973714
659,293,sklearn.ensemble.GradientBoostingClassifier,-0.0007600523573713001,0.00021887994025271464
660,293,sklearn.ensemble.RandomForestClassifier,-0.00019372719487675716,0.00015862236969480835
661,293,sklearn.linear_model.LogisticRegression,-0.00043904280462185206,0.00016519194483348928
662,293,sklearn.linear_model.PassiveAggressiveClassifier,-0.0012050154051392798,0.0027077723875400398
663,293,sklearn.linear_model.Perceptron,-0.002036440978522649,0.0012373808188446435
664,293,sklearn.linear_model.RidgeClassifier,-0.0004780041605482148,0.00017416733413429462
665,293,sklearn.linear_model.SGDClassifier,-0.0008855324839233136,0.0009529621254616021
666,293,sklearn.naive_bayes.BernoulliNB,-0.0003853155339805851,0.0003686746101794635
667,293,sklearn.neighbors.KNeighborsClassifier,-0.00031782502162278113,0.00016420239738051918
668,293,sklearn.neural_network.MLPClassifier,-0.0005713171988339782,0.0002391363297403567
669,293,sklearn.tree.DecisionTreeClassifier,-0.00033608694711330926,0.00020835879145218223
670,293,sklearn.tree.ExtraTreeClassifier,-0.0002178619005328625,0.00022746665273569469
671,299,SVC_linear,-0.002510344827586203,0.003220689655172416
672,299,SVC_poly,-0.0006844533479026228,0.002941826885553009
673,299,SVC_rbf,-0.0009436379163108462,0.005987403928266451
674,299,SVC_sigmoid,-0.004788359788359854,0.0528571428571431
675,299,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.017733739837398368,0.00931874274099885
676,299,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.013425331621737244,0.01971391894370069
677,299,sklearn.ensemble.ExtraTreesClassifier,-0.002233043079743352,0.0017430491903452493
678,299,sklearn.ensemble.GradientBoostingClassifier,-0.0027732057416267933,0.0076822966507177235
679,299,sklearn.ensemble.RandomForestClassifier,-0.0015827668565129335,0.00594341355869926
680,299,sklearn.linear_model.LogisticRegression,-0.0007917863047072022,0.001393705485326484
681,299,sklearn.linear_model.PassiveAggressiveClassifier,-0.010741535526943244,0.024127324749642343
682,299,sklearn.linear_model.Perceptron,-0.011457792769417075,0.007164634146341513
683,299,sklearn.linear_model.RidgeClassifier,-0.001307360819939437,0.0081973145652391
684,299,sklearn.linear_model.SGDClassifier,-0.012858945353289237,0.0052340758788722705
685,299,sklearn.naive_bayes.BernoulliNB,-0.01164383561643835,0.04737442922374438
686,299,sklearn.naive_bayes.MultinomialNB,-0.0012500000000000052,0.004163597298956415
687,299,sklearn.neighbors.KNeighborsClassifier,-0.000794970729111229,0.0060722310921885484
688,299,sklearn.neural_network.MLPClassifier,-0.0064216497281966295,0.0011463011108485007
689,299,sklearn.tree.DecisionTreeClassifier,-0.0008593269033449564,0.004349647718722221
690,299,sklearn.tree.ExtraTreeClassifier,-0.001862577473819187,0.003967728147039983
691,300,SVC_linear,-0.0009357013857241565,0.00042000318280129977
692,300,SVC_poly,-0.0009849464894743033,0.000659571131757424
693,300,SVC_rbf,-0.000769287538664921,0.0010551298670739575
694,300,SVC_sigmoid,-0.0008777468587372353,0.0006407954219500772
695,300,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0022340775484331267,0.001642193268110139
696,300,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.005547619047619106,0.010459183673469362
697,300,sklearn.ensemble.ExtraTreesClassifier,-0.0009340059994546122,0.0004980607823531196
698,300,sklearn.ensemble.GradientBoostingClassifier,-0.0013053217430754147,0.0011317882438373124
699,300,sklearn.ensemble.RandomForestClassifier,-0.0008550538139988522,0.0006082653217900721
700,300,sklearn.linear_model.LogisticRegression,-0.0010246342958434738,0.00046131162874863497
701,300,sklearn.linear_model.PassiveAggressiveClassifier,-0.0016721799629461603,0.00041111838754274966
702,300,sklearn.linear_model.Perceptron,-0.0005405541772500724,0.0004957900151613605
703,300,sklearn.linear_model.RidgeClassifier,-0.0005598468604637486,0.0005268931538308324
704,300,sklearn.linear_model.SGDClassifier,-0.00039315060495935506,0.0004895378762448219
705,300,sklearn.naive_bayes.BernoulliNB,-0.001210497462287984,0.00041949447090303387
706,300,sklearn.neighbors.KNeighborsClassifier,-0.0007878188875997299,0.0005589709294830531
707,300,sklearn.neural_network.MLPClassifier,-0.0009168390500473001,0.00048692908412925764
708,300,sklearn.tree.DecisionTreeClassifier,-0.0007592305524238982,0.0006275542559188279
709,300,sklearn.tree.ExtraTreeClassifier,-0.00041480265473698146,0.0005000032000204812
710,336,SVC_linear,-0.025524553571428542,0.013872767857142882
711,336,SVC_poly,-0.02287031615925053,3.9434151147888056e-18
712,336,SVC_rbf,-0.014429644808743178,0.0782388433515484
713,336,SVC_sigmoid,0.0,0.0
714,336,sklearn.ensemble.ExtraTreesClassifier,-0.01678856382978728,0.037279376208897506
715,336,sklearn.ensemble.GradientBoostingClassifier,-0.008450520833333279,0.010484375000000006
716,336,sklearn.ensemble.RandomForestClassifier,-0.027745535714285723,0.01837053571428572
717,336,sklearn.linear_model.LogisticRegression,-0.02578124999999999,0.026875000000000038
718,336,sklearn.linear_model.PassiveAggressiveClassifier,-0.0336583646616541,0.04120653195488726
719,336,sklearn.linear_model.Perceptron,-0.02774419729206973,0.03474371373307542
720,336,sklearn.linear_model.RidgeClassifier,-0.026341426858513216,0.012215227817745804
721,336,sklearn.linear_model.SGDClassifier,-0.10582589285714311,0.024977678571428606
722,336,sklearn.naive_bayes.BernoulliNB,-0.0031223426870748256,0.043032525510204096
723,336,sklearn.naive_bayes.MultinomialNB,-0.0350184307530279,0.02186018957345978
724,336,sklearn.neighbors.KNeighborsClassifier,-0.004283737760749285,0.020889208173690946
725,336,sklearn.neural_network.MLPClassifier,-0.01989583333333335,0.020963541666666637
726,336,sklearn.tree.DecisionTreeClassifier,-0.04085714285714293,0.011904761904761918
727,336,sklearn.tree.ExtraTreeClassifier,-0.011306818181818164,0.04809253246753249
728,346,SVC_linear,-0.10416666666666666,0.0
729,346,SVC_poly,-0.06250000000000022,0.18750000000000028
730,346,SVC_rbf,-0.10714285714285735,0.07142857142857142
731,346,SVC_sigmoid,-0.13461538461538505,0.2884615384615383
732,346,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.4090909090909093,0.15909090909090925
733,346,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.29545454545454525,0.15909090909090925
734,346,sklearn.ensemble.ExtraTreesClassifier,-0.07407407407407407,0.03703703703703697
735,346,sklearn.ensemble.GradientBoostingClassifier,-0.01562500000000009,0.046875000000000146
736,346,sklearn.ensemble.RandomForestClassifier,-0.0625000000000003,0.06249999999999978
737,346,sklearn.linear_model.LogisticRegression,-0.020833333333333953,0.2291666666666671
738,346,sklearn.linear_model.PassiveAggressiveClassifier,-0.08333333333333344,0.0
739,346,sklearn.linear_model.Perceptron,-0.16666666666666702,0.33333333333333315
740,346,sklearn.linear_model.RidgeClassifier,-0.25000000000000006,0.11363636363636377
741,346,sklearn.linear_model.SGDClassifier,-0.10714285714285725,0.14285714285714307
742,346,sklearn.naive_bayes.BernoulliNB,-0.057291666666666824,0.0
743,346,sklearn.naive_bayes.MultinomialNB,-0.08333333333333348,0.166666666666667
744,346,sklearn.neighbors.KNeighborsClassifier,-0.046875,0.015625000000000062
745,346,sklearn.neural_network.MLPClassifier,-0.45000000000000073,0.3000000000000001
746,346,sklearn.tree.DecisionTreeClassifier,-0.1583333333333337,0.2083333333333337
747,346,sklearn.tree.ExtraTreeClassifier,-0.31250000000000105,0.26562500000000056
748,351,SVC_linear,-2.2004493549208977e-05,0.0008229349692764337
749,351,SVC_poly,-3.028540970102233e-05,0.0015083864625949261
750,351,SVC_rbf,-0.0002046003981797496,0.0015776094994311765
751,351,SVC_sigmoid,-0.0006685474059716266,0.00419841327119763
752,351,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-1.279545877535807e-05,0.0008375209380234509
753,351,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-9.957325746799324e-06,0.0006237079184447609
754,351,sklearn.ensemble.ExtraTreesClassifier,-0.0002479110037249569,0.00043801363874803185
755,351,sklearn.ensemble.GradientBoostingClassifier,-0.00010512570821529733,0.0005215039917589513
756,351,sklearn.ensemble.RandomForestClassifier,-0.00031470620180297574,0.000293390898229608
757,351,sklearn.linear_model.LogisticRegression,-1.2546421760513476e-05,0.0007225170631335946
758,351,sklearn.linear_model.PassiveAggressiveClassifier,-0.001499353378596833,0.0007217237848906135
759,351,sklearn.linear_model.Perceptron,-0.0009867282668881482,0.000616218507751938
760,351,sklearn.linear_model.RidgeClassifier,-9.391435011269557e-06,0.0009848966460536722
761,351,sklearn.linear_model.SGDClassifier,-0.000825469914863368,0.0005759103419074842
762,351,sklearn.naive_bayes.BernoulliNB,0.0,0.002500000000000005
763,351,sklearn.neighbors.KNeighborsClassifier,-0.00045042227087894955,0.00032937128558023255
764,351,sklearn.neural_network.MLPClassifier,-0.0009524693650204224,0.0008550975780830963
765,351,sklearn.tree.DecisionTreeClassifier,-0.0003121943267036185,0.0007808933811542248
766,351,sklearn.tree.ExtraTreeClassifier,-0.00037400409130060254,0.00029937822997416134
767,354,SVC_linear,-0.003866288363171353,0.002121074879227072
768,354,SVC_poly,-0.000744310162314748,0.001828088769029137
769,354,SVC_rbf,-0.00034663668727749885,0.0004684279557804015
770,354,SVC_sigmoid,-0.009187934433032431,0.0018103537711380863
771,354,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0023905399274047477,0.001143899204244024
772,354,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.0008546683351370902,0.00021095441017316175
773,354,sklearn.ensemble.ExtraTreesClassifier,-0.0002727434411438086,5.666339880621548e-05
774,354,sklearn.ensemble.GradientBoostingClassifier,-0.00028332722385141705,0.0002644532886468338
775,354,sklearn.ensemble.RandomForestClassifier,-0.0002073523116438353,5.598760147133722e-05
776,354,sklearn.linear_model.LogisticRegression,-0.004532027363184159,0.0032855026338893868
777,354,sklearn.linear_model.PassiveAggressiveClassifier,-0.006620185319767415,0.0038608284883721164
778,354,sklearn.linear_model.Perceptron,-0.009432444852941134,0.0037890625000000008
779,354,sklearn.linear_model.RidgeClassifier,-0.0023705051369863174,0.0011861444063926945
780,354,sklearn.linear_model.SGDClassifier,-0.006076388888888866,0.0036436449579832606
781,354,sklearn.naive_bayes.BernoulliNB,-0.0053042763157895145,0.0014017643540669984
782,354,sklearn.naive_bayes.MultinomialNB,-0.0025089345079787337,0.0023323221409574588
783,354,sklearn.neighbors.KNeighborsClassifier,-0.00016569039716471596,0.00027600416291629216
784,354,sklearn.neural_network.MLPClassifier,-0.0003217683153831584,0.0003520367842517397
785,354,sklearn.tree.DecisionTreeClassifier,-0.0003246731228298608,0.00018119812011719097
786,354,sklearn.tree.ExtraTreeClassifier,-0.0005729730339105335,0.00014530670222634448
787,357,SVC_linear,-0.0004739331370590854,0.0004191299491665467
788,357,SVC_poly,-0.000572536706990488,0.00032087010628427317
789,357,SVC_rbf,-3.524466203573185e-05,0.001596787084957698
790,357,SVC_sigmoid,-0.0003597706364881931,0.004744063188719681
791,357,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.002628381234150466,0.0014657675200257618
792,357,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.0009856635056168467,0.001146037982973151
793,357,sklearn.ensemble.ExtraTreesClassifier,-2.892240381986119e-05,0.0007822767167561574
794,357,sklearn.ensemble.GradientBoostingClassifier,-0.000881601225075222,0.0003985510125430588
795,357,sklearn.ensemble.RandomForestClassifier,-4.584655035686045e-05,0.0008284241531664223
796,357,sklearn.linear_model.LogisticRegression,-8.964293802368507e-05,0.0002476975919076023
797,357,sklearn.linear_model.PassiveAggressiveClassifier,-0.0015070390894114138,0.0013596713555527383
798,357,sklearn.linear_model.Perceptron,-0.0022152883907850794,0.0024524891039791764
799,357,sklearn.linear_model.RidgeClassifier,-0.0014714041054586713,0.00047059302409725734
800,357,sklearn.linear_model.SGDClassifier,-0.00048286468127286744,0.0013003583381137492
801,357,sklearn.naive_bayes.BernoulliNB,-6.43887362637351e-05,0.002027454453441302
802,357,sklearn.neighbors.KNeighborsClassifier,-0.0008580711618873892,0.00021694194730991992
803,357,sklearn.neural_network.MLPClassifier,-0.00019851599926586506,0.0006334720448271617
804,357,sklearn.tree.DecisionTreeClassifier,-0.0003953857491071934,0.0013706528824896577
805,357,sklearn.tree.ExtraTreeClassifier,-0.0012511744559616888,0.00042979194870447984
806,380,SVC_linear,0.0,0.0
807,380,SVC_poly,0.0,0.0
808,380,SVC_rbf,0.0,0.0
809,380,SVC_sigmoid,0.0,0.0
810,380,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,0.0,0.0
811,380,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.28331332533013226,0.4166666666666676
812,380,sklearn.ensemble.ExtraTreesClassifier,0.0,0.0
813,380,sklearn.ensemble.GradientBoostingClassifier,0.0,0.0
814,380,sklearn.ensemble.RandomForestClassifier,0.0,0.0
815,380,sklearn.linear_model.LogisticRegression,0.0,0.0
816,380,sklearn.linear_model.PassiveAggressiveClassifier,0.0,0.0
817,380,sklearn.linear_model.Perceptron,0.0,0.0
818,380,sklearn.linear_model.RidgeClassifier,0.0,0.0
819,380,sklearn.linear_model.SGDClassifier,0.0,0.0
820,380,sklearn.naive_bayes.BernoulliNB,0.0,0.0
821,380,sklearn.naive_bayes.MultinomialNB,0.0,0.0
822,380,sklearn.neighbors.KNeighborsClassifier,-0.2500000000000001,0.0
823,380,sklearn.neural_network.MLPClassifier,0.0,0.0
824,380,sklearn.tree.DecisionTreeClassifier,0.0,0.0
825,380,sklearn.tree.ExtraTreeClassifier,-0.37500000000000083,0.25000000000000044
826,389,SVC_linear,-0.00029068068945369485,0.0013986933312086765
827,389,SVC_poly,-0.008374033374033375,0.0075503663003663206
828,389,SVC_rbf,-0.0026667741437102375,0.0002909437156157414
829,389,SVC_sigmoid,-0.003297188677047327,0.0018213897410010497
830,389,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0008099802932629599,0.004106614004030412
831,389,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.012238442822384347,0.06502433090024341
832,389,sklearn.ensemble.ExtraTreesClassifier,-0.0009510947236037261,0.001243354484651003
833,389,sklearn.ensemble.GradientBoostingClassifier,-0.0013598479309840626,0.0012057074621045951
834,389,sklearn.ensemble.RandomForestClassifier,-0.0008347326272281047,0.0010795014208214951
835,389,sklearn.linear_model.LogisticRegression,-0.0002712612050380117,0.0008776097810053435
836,389,sklearn.linear_model.PassiveAggressiveClassifier,-0.00014404363561868077,0.0017571189565692461
837,389,sklearn.linear_model.Perceptron,-0.0014945108971657626,0.0020852580310544975
838,389,sklearn.linear_model.RidgeClassifier,-0.0005155187074830019,0.003418270717377861
839,389,sklearn.linear_model.SGDClassifier,-0.0010142577882586567,0.002599156789127463
840,389,sklearn.naive_bayes.BernoulliNB,-0.0012441614768683269,0.0038506450177935975
841,389,sklearn.naive_bayes.MultinomialNB,-0.0004730765545654853,0.0021599376478652157
842,389,sklearn.neighbors.KNeighborsClassifier,-0.001574237980748057,0.000831654012715605
843,389,sklearn.neural_network.MLPClassifier,-0.0009575371715345542,0.001788831395530075
844,389,sklearn.tree.DecisionTreeClassifier,-0.002301178203240058,0.0012866514928370693
845,389,sklearn.tree.ExtraTreeClassifier,-0.0028477019861122064,0.0035753990312078197
846,390,SVC_linear,-0.0002452977931188706,0.00044694935839046344
847,390,SVC_poly,-0.003069080316271273,0.0024354027163015616
848,390,SVC_rbf,-0.0018169788937124386,0.0019204570638924866
849,390,SVC_sigmoid,-0.002662895353996322,0.0018153403688914403
850,390,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0009519284909909929,0.002300112612612618
851,390,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.01956168831168823,0.0811688311688308
852,390,sklearn.ensemble.ExtraTreesClassifier,-0.0004777962761619996,0.00044584881157319845
853,390,sklearn.ensemble.GradientBoostingClassifier,-0.001341161464585831,0.0021988795518207488
854,390,sklearn.ensemble.RandomForestClassifier,-0.0005919944334578559,0.0004577748480187511
855,390,sklearn.linear_model.LogisticRegression,-0.0005243537293964034,0.0004609866002608802
856,390,sklearn.linear_model.PassiveAggressiveClassifier,-0.000450431783019163,0.0003808689337248588
857,390,sklearn.linear_model.Perceptron,-0.00044347028725245534,0.00026355622659926964
858,390,sklearn.linear_model.RidgeClassifier,-0.0002538370896736609,0.0004775800913963061
859,390,sklearn.linear_model.SGDClassifier,-0.0008079868636362806,0.00021260317297792377
860,390,sklearn.naive_bayes.BernoulliNB,-0.0025699912510935966,0.00013830991714271137
861,390,sklearn.naive_bayes.MultinomialNB,-0.00046693853460429136,0.0006724886947412026
862,390,sklearn.neighbors.KNeighborsClassifier,-0.0006622993703999298,0.00024646730200460275
863,390,sklearn.neural_network.MLPClassifier,-0.0005821513002364051,0.0004913645915419011
864,390,sklearn.tree.DecisionTreeClassifier,-0.0008971041436371528,0.0003276471376411087
865,390,sklearn.tree.ExtraTreeClassifier,-0.0010147133434804624,0.00025666278688035406
866,391,SVC_linear,-0.00012227698559012903,0.001703557174981992
867,391,SVC_poly,-0.0022621917965498393,0.0020639584947903323
868,391,SVC_rbf,-0.0005028267014568377,0.0018962455606291325
869,391,SVC_sigmoid,-0.0005766847227322761,0.005678623071979441
870,391,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0032998944033791025,0.005908696635993362
871,391,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.015055378261685739,0.028158438145297626
872,391,sklearn.ensemble.ExtraTreesClassifier,-0.00029967159277504075,0.002327213016868202
873,391,sklearn.ensemble.GradientBoostingClassifier,-0.0007178678314325001,0.001678526520797812
874,391,sklearn.ensemble.RandomForestClassifier,-6.424877124225096e-05,0.0021583571589193387
875,391,sklearn.linear_model.LogisticRegression,-0.0001604304472307223,0.002603909566590976
876,391,sklearn.linear_model.PassiveAggressiveClassifier,-0.0003391670058336728,0.0015418083599901887
877,391,sklearn.linear_model.Perceptron,0.0,0.001355476401086755
878,391,sklearn.linear_model.RidgeClassifier,-0.0008421686238067068,0.0026057066824364335
879,391,sklearn.linear_model.SGDClassifier,-4.5682125497934765e-05,0.001672346477603585
880,391,sklearn.naive_bayes.BernoulliNB,-0.0014642470890627434,0.006047480933185411
881,391,sklearn.naive_bayes.MultinomialNB,-0.0009334415584415607,0.0021968730674087867
882,391,sklearn.neighbors.KNeighborsClassifier,-0.0022408792284036813,0.0014997437331096854
883,391,sklearn.neural_network.MLPClassifier,-0.0009430598303430662,0.0015295398243375283
884,391,sklearn.tree.DecisionTreeClassifier,-0.0009227435744172118,0.0024063558477784397
885,391,sklearn.tree.ExtraTreeClassifier,-0.0008033189993110164,0.004771655460787347
886,392,SVC_linear,-0.0009389288047027921,0.0014475962385825235
887,392,SVC_poly,-0.004770908589203291,0.0015270670278948052
888,392,SVC_rbf,-0.0017942427926363434,0.0006765948824823436
889,392,SVC_sigmoid,-0.0009714786937154544,0.001194956528739334
890,392,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0018339871069756014,0.0008062891503983488
891,392,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.11832611832611832,0.03938363224077521
892,392,sklearn.ensemble.ExtraTreesClassifier,-0.0013203791352364039,0.0017621746043484856
893,392,sklearn.ensemble.GradientBoostingClassifier,-7.835025698883514e-06,0.0016100977811207317
894,392,sklearn.ensemble.RandomForestClassifier,-0.0014453909041954361,0.0012138171467735287
895,392,sklearn.linear_model.LogisticRegression,-0.0015571412766899031,0.0011789191282221489
896,392,sklearn.linear_model.PassiveAggressiveClassifier,-0.001346871114794852,0.0010878574388727745
897,392,sklearn.linear_model.Perceptron,-0.0030042581161408358,0.0013907940862673402
898,392,sklearn.linear_model.RidgeClassifier,-0.0024063586527590997,0.0013953769473063022
899,392,sklearn.linear_model.SGDClassifier,-0.0008782311391644097,0.0011412308385933306
900,392,sklearn.naive_bayes.BernoulliNB,-0.0014876498479860084,0.0011118812453070409
901,392,sklearn.naive_bayes.MultinomialNB,-0.0011062730104785619,0.001032655570144953
902,392,sklearn.neighbors.KNeighborsClassifier,-0.004643395682965665,0.004372310324963584
903,392,sklearn.neural_network.MLPClassifier,-0.00015226761619189472,0.0011702245468175009
904,392,sklearn.tree.DecisionTreeClassifier,-0.002271924164208458,0.0027256368301376618
905,392,sklearn.tree.ExtraTreeClassifier,-0.0033323158323158384,0.0010132340777502088
906,393,SVC_linear,-0.0007126266891891886,0.000880037403474911
907,393,SVC_poly,-0.0010843380001728492,0.002848356523492664
908,393,SVC_rbf,-0.0006921131488824813,0.0009568481885364114
909,393,SVC_sigmoid,-0.0009550573879276486,0.000825642695635078
910,393,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.0027503274000427653,0.0018426274855676723
911,393,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.00620915825569359,0.005908124496779372
912,393,sklearn.ensemble.ExtraTreesClassifier,-0.0006351873498279087,0.0006647690659233603
913,393,sklearn.ensemble.GradientBoostingClassifier,-0.0012607007381587032,0.002181156448636458
914,393,sklearn.ensemble.RandomForestClassifier,-0.0014976549175668107,0.0006417213637225015
915,393,sklearn.linear_model.LogisticRegression,-0.0005444534012897801,0.000716960385152608
916,393,sklearn.linear_model.PassiveAggressiveClassifier,-0.0008734472049689438,0.0010232305266827293
917,393,sklearn.linear_model.Perceptron,-0.0007320483809280941,0.0006915450237973833
918,393,sklearn.linear_model.RidgeClassifier,-0.0009390196348288806,0.0015635255880920664
919,393,sklearn.linear_model.SGDClassifier,-0.0008047955780632383,0.001275063817523051
920,393,sklearn.naive_bayes.BernoulliNB,-0.001100451843360973,0.0010807364558064305
921,393,sklearn.naive_bayes.MultinomialNB,-0.00260889570552148,0.000809397657557168
922,393,sklearn.neighbors.KNeighborsClassifier,-0.000719296034946236,0.0026065668202765032
923,393,sklearn.neural_network.MLPClassifier,-0.0037708486257238584,0.0005914037943949864
924,393,sklearn.tree.DecisionTreeClassifier,-0.001008972215075903,0.0005265950604579388
925,393,sklearn.tree.ExtraTreeClassifier,-0.0025743585127349887,0.0009884067995755005
926,395,SVC_linear,-0.0007958615200955003,0.0009670865346352824
927,395,SVC_poly,-0.0007711317700156968,0.0009688971742543339
928,395,SVC_rbf,-0.0013248173146650295,0.0010236828526803085
929,395,SVC_sigmoid,-0.0004937703525414145,0.0011384149794704788
930,395,sklearn.discriminant_analysis.LinearDiscriminantAnalysis,-0.008526173369413102,0.006039470000933095
931,395,sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,-0.03855932203389774,0.08361581920904018
